article_id,Genre,Onderwerp,Onderwerp2,Politiek,Genre2,text
42135633,2504 - nieuwsartikel,2501 - Cultuur en media,3,0,0,"Heftrucks rijden af en aan met pallets en er wordt de hele dag getimmerd en gezaagd. Als je in de fabriekshal van Van der Pol Pallets in Woensdrecht rondloopt, kun je je moeilijk voorstellen dat hier op kerstavond prachtige kerstliederen te horen zijn. “Van kerst in de stal, naar kerst in de hal.
Het muzikaal samenzijn van leden van Harmonie Aurora en inwoners van het dorp Woensdrecht vond tot voor kort plaats in de kerk in de Dorpstraat. Nu de kerk niet langer als zodanig in gebruik is moest na meer dan twintig jaar gezocht worden naar een vervangende locatie voor het kerstfeest op kerstavond. “John van Zweden kwam naar me toe voor een idee en ik moest niet lang nadenken. Het wordt van kerst in de stal naar kerst in de hal. Het was zo geregeld”, zegt Marianne van der Pol.

	Lees ook:
	Wijzers van klok Sint Jozefkerk in Woensdrecht draaien weer


Marischa Brouwer ziet het al helemaal voor zich wanneer ze met mede-harmonielid Elsemiek Oerlemans door de fabriekshal loopt. “Daar achter komt het podium te staan en aan de linkerkant komt koor Libs te staan”, zegt ze. De verwarmde hal zal mooi worden aangekleed met kerstbomen en theaterverlichting. “Er zijn ook vier sprekers die het kerstverhaal op eigentijdse wijze voordragen”, zegt ze over Roy Franssen, Louis Minebach, Seriel Poppelaars en Marinell Bruys. “Het is jammer dat de kerk dicht is maar dit is een perfect oplossing!”

	Lees ook:
	Kerststallen speurtocht: speuren naar Maria, Jozef en baby Jezus


Nu de hal in gebruik is, ziet het er allemaal ietwat stoffig uit. “In de kerstvakantie zijn we gesloten en voor die tijd vindt er nog een grote schoonmaak plaats”, weet Van der Pol. Er is tijdens deze unieke vertoning plek voor 250 mensen. Kaartjes kopen kan voor 2,50 euro bij Primera in Hoogerheide en bij de kleine supermarkt in Woensdrecht."
42135632,2504 - nieuwsartikel,2497 - Natuur en milieu,7,0,0,"Een opmerkelijk gezicht boven Landgoed Lievensberg in Bergen op Zoom. Boven het bos vliegt donderdag en vrijdag een helikopter die zogeheten steenmeel uitstrooit. De maatregel is bedoeld om de natuurbodem op te knappen.
Het gruis wordt vanuit de lucht verspreid over 31 hectare natuur van het landgoed. Dat gebeurt met inzet van een speciale helikopter met een korf eronder. “De helikopter kan met behulp van GPS-navigatie heel precies bepalen waar en hoeveel er moet worden gestrooid”, aldus projectleider Roel van Haandel namens Bosgroep Zuid Nederland.
Door de toename van stikstof en ammoniak is de bosgrond door de jaren heen ernstig verzuurd. De bodem kan hierdoor belangrijke voedingsstoffen en mineralen niet meer opnemen. Dit heeft ernstige gevolgen voor de planten en dieren.
We willen het bos weerbaar voor de toekomst maken.
We willen het bos weerbaar voor de toekomst maken. In het steenmeel zitten onder meer calcium en kalium. Dat zijn belangrijke voedingstoffen om de bodemsamenstelling en uiteindelijk het hele ecosysteem weer in balans brengen”, legt Gijs van de Sande van de gemeente Bergen op Zoom uit.
Het steenmeel is vermalen vulkanisch gesteente. Vaak is het een restproduct uit de mijnbouw. Over Landgoed Lievensberg wordt in totaal 310 ton uitgestrooid. Dat gebeurt met opzet rond deze tijd van het jaar.
“De natuur is nu in ruste. We zitten buiten het broedseizoen van de vogels en veel dieren houden een winterslaap. Bovendien is het nu ook veel minder druk met mensen in het bos”, legt van Haandel uit aan Omroep Brabant.
Het hele project is er wel een van de lange adem: pas over drie jaar is er resultaat te zien.
Het steenmeel is niet schadelijk voor de gezondheid. Toch zijn voor de veiligheid een aantal toegangspaden in het bos tijdens de werkzaamheden afgesloten voor bezoekers. Van de Sande: “Het hele project is er wel een van de lange adem: pas over drie jaar is er resultaat te zien.”"
42135631,2506 - achtergrond,2498 - Bedrijfsleven,8,1,1,"Een overgrote meerderheid van de Bergse gemeenteraad is het eens: de directie van het nieuwe podiumbedrijf SPBO moet op een zuivere en transparante manier tot stand komen. Daarom is het voor de raad geen vanzelfsprekendheid dat de huidige kwartiermaker en directeur van Gebouw-T, die de ontvlechting van De Maagd begeleidt, ook de nieuwe directeur wordt. De raad gaat akkoord met een voorstel van Lokaal Realisme, voor een gedragscode waaraan SPBO zich dient te houden.
Per 1 januari gaan gemeentelijk theater De Maagd en het poppodium Gebouw-T verder als één organisatie. Dat levert de gemeente jaarlijks een besparing van zo’n 575.000 euro op. Daarbij komt De Maagd op afstand van de gemeente Bergen op Zoom te staan en wordt onderdeel wordt van de al bestaande stichting van Gebouw-T. In het raadsvoorstel voor deze ontvlechting ontbreekt echter een goede ‘governance code cultuur’,  constateert Lokaal Realisme. Een waarborg voor een verantwoorde ontvlechting. Deze code zou ook een vereiste zijn bij toekennen van landelijke subsidies.
Debacle
Raadslid Julien Voets van Lokaal Realisme heeft het debacle met zwembad De Schelp nog scherp voor ogen. De gemeente ging voor tientallen miljoenen het schip in, omdat ze té weinig invloed had op de bedrijfsvoering. Acht van de vijftien raadsfracties ondersteunen het amendement, in de raad klinken complimenten voor Voets’ initiatief. Wethouder Letty Demmers-van der Geest vindt het voorstel eigenlijk overbodig, maar heeft er geen moeite mee als de raad de gedragscode toevoegt aan het raadsbesluit. Uiteindelijk stemmen slechts 7 raadsleden tegen de GCC-code. Het raadsbesluit zelf gaat unaniem door de raad.
Raad van Toezicht
Oppositiepartij GBWP staat kritisch tegenover de toevoeging van de code – er komt immers een Raad van Toezicht die al voldoende controle houdt op het bestuur. “We moeten rolvast zijn en vertrouwen hebben in het college. Blijkbaar heeft de raad moeite met loslaten”, zegt Arjan van der Weegen. Voor hem heeft de gemeente met de subsidieverlening voldoende touwtjes in handen.
Afbouw subsidie
Voor VVD-er Josita Delhez staat integriteit voorop. “We kunnen het maar één keer goed doen. Laten we nu voor transparantie en integriteit gaan”, benadrukt ze. Het liberale raadslid hoopt vooral dat de gemeentelijke subsidie de toekomende jaren gaandeweg wordt afgebouwd, door geen inflatiecorrecties toe te passen. “Dat helpt de nieuwe organisatie verder op de weg naar zelfstandigheid.” Volgens Delhez ligt er “een uitdaging” voor SPBO om gelden uit het bedrijfsleven binnen te halen. “Dat is helemaal niet vreemd in de cultuursector.”"
42135630,2504 - nieuwsartikel,2502 - Vervoer en werkzaamheden,5,1,0,"Het oude oesterlaboratorium aan de Wittoucksingel in Bergen op Zoom is gekocht door de gemeente. Het pand is ook aangewezen als gemeentelijk monument, zodat het stukje industrieel verleden behouden blijft binnen het Oude Havenkwartier en de Nieuwe Vesting. Na her-begrenzing van de grond, wordt het pand weer verkocht.
Het gebouw is om meerdere redenen door de gemeente aangekocht. Bergen op zoom was aan het einde van de negentiende eeuw het centrum van de oesterteelt. In het oesterlaboratorium werd de kwaliteit van het water getest waarin de oesters geteeld werden. Het laboratorium was gebouwd omdat er meerdere mensen tyfus hadden gekregen door het eten van oesters. In de jaren zeventig werd het laboratorium een woonhuis. De gemeente heeft daarom het pand aangewezen als gemeentelijk monument.
Een andere reden van de aankoop is het stuk grond waar het pand op gebouwd is. De gemeente wil een stuk van de grond gebruiken om de versmalling van de naastliggende randweg te verbreden. De capaciteit van de randweg zou daardoor beter worden en ook de doorstroming moet daardoor verbeteren.
Later weer verkopen
De gemeente gaat het pand later weer verkopen. Door het pand te renoveren zou het beter passen bij de aangrenzende wijk de Spaensche Scharen. De gemeente denkt aan een bestemming als woning, maar ook als expositieruimte of kantoorpand. Alle opties liggen nog open."
42135629,2506 - achtergrond,2494 - Criminaliteit en justitie,6,0,1,"De man die begin september in Oud Gastel vier mensen doodreed vindt dat hij alleen te hard heeft gereden en geen voorrang kreeg. Dat zei zijn advocaat donderdagmiddag in de rechtszaal. De advocaat vroeg om vrijlating maar de rechtbank besloot dat hij nog zeker drie maanden in de cel blijft. De rechtbank denkt dat hij een gevaar op de weg is.
Verdachte Omar E. (27) reed op 2 september met hoge snelheid over de Roosendaalsebaan op bedrijventerrein Borchwerf. Op de kruising van de Roosendaalsebaan met de Blauwhekken botste hij op een andere wagen die net het kruispunt op kwam rijden.
In die Toyota zaten vijf mensen. Twee jonge kinderen en twee volwassen vrouwen kwamen daarbij om het leven. Een ander kind raakte gewond. De slachtoffers komen uit twee families in Bosschenhoofd.
Zwijgen
De man zit sinds het ongeluk vast voor doodslag en poging tot doodslag, meldt Omroep Brabant. Donderdagmiddag kwam hij voor het eerst in het openbaar voor de rechtbank in Breda. De verdachte zei niets en liet zijn advocaat het werk doen. De man zat vaak met zijn hoofd gebogen, naar beneden kijkend. In de zaal achter hem zaten nabestaanden van de slachtoffers. Op de publieke tribune achter hen en achter glas, zat familie van de verdachte.
Aan het begin van de zitting noemde de rechtbankvoorzitter alle slachtoffers bij naam.
De officier van justitie vertelde dat de bestuurder 155 kilometer per uur reed op een plek waar je 50 mag. Hij haalde ook rechts in en was aan het bumperkleven, ‘aan het pushen’, zei een getuige tegen de politie. Hij paste zijn snelheid niet aan bij de kruising, waar de verkeerslichten knipperden, en verloor de controle over zijn wagen. De slachtoffers werden ‘weggevaagd’ zei de officier.
Gevaarlijk
Ze legde uit dat de bestuurder al eerder in beeld was. Kort voor het fatale ongeluk op vrijdag 2 september probeerde de politie de auto van de verdachte in Roosendaal te controleren. Er zijn volgens de officier van justitie ook aanwijzingen dat hij in Spanje en Marokko bij ongelukken betrokken was. En er ligt een eerdere veroordeling. Zijn rijbewijs werd afgepakt en toch kroop de Roosendaler achter het stuur. Het gerechtshof oordeelde eerder dat de man een risico is in het verkeer en zichzelf overschat.
De advocaat van de verdachte stond diverse keren stil bij het leed dat is aangericht. “Het is een verschrikkelijke zaak. Het is natuurlijk om iemand als schuldige aan te wijzen, dat is begrijpelijk,” zei Yehudi Moszkowicz. “Hij reed misschien wel veel te hard, maar uitsluitend op een kort stuk.”
Kreet
“Het ongeluk had niet plaatsgevonden als de Toyota de verkeersregels had nageleefd. De haaientanden zijn duidelijk in beeld”. Kort nadat de advocaat dat zei klonk in de zaal een harde, afkeurende kreet van een van de nabestaanden. De advocaat keek even wat verbaasd over zijn schouder. Even later herhaalde hij zijn punt: “Er had voorrang verleend moeten worden en dat is niet gebeurd”. Opnieuw klonken, nu zachtjes, reacties van afkeuring en afschuw van achter uit de zaal.
De officier stelde dat je voorrang niet altijd kan ‘nemen’ en dat de bestuurster geen tijd had om te reageren.
Moszkowicz vertelde dat hij geraakt was door de gebeurtenissen. “Voor het eerst in mijn carrière is me een zaak naar de keel gegrepen en dat is deze. Mijn deelneming aan de nabestaanden.”
De advocaat vroeg om het voorarrest te stoppen, want Omar dreigt anders inkomen, huurhuis en werk te verliezen. De advocaat suggereerde om uiteindelijk een taakstraf op te leggen.
De rechtbank bepaalde dat de man in de cel blijft, vanwege zijn verleden. In maart gaat de rechtszaak gaat verder.

	Lees ook:
	Automobilist die vier mensen doodreed voor het eerst voor de rechtbank"
42135628,2506 - achtergrond,2493 - Gezondheidszorg en corona,9,1,1,"Het is weer december. Sinterklaas is de deur uit, kerst staat vóór de deur en dat betekent ook dat oud en nieuw weer zijn intrede doet. Het is de avond van de Top2000, de oudejaarsconference, oliebollen en champagne. Maar ook voor de vuurwerkliefhebbers is het een knallend feest, letterlijk, want na twee jaar geen eigen vuurwerk, mag iedereen nu zelf weer vuurwerk afsteken. Maar wat zijn nou de regels per gemeente?
In heel West-Brabant mag, zoals de landelijke regel luidt, vanaf 29 december vuurwerk gekocht worden. Het vuurwerk afsteken mag echter pas vanaf 31 december 18:00 uur tot 1 januari 02:00 uur. Maar er wordt vaak al buiten die uren flink geknald. En iets daar is niet iedereen blij mee. De discussie over een algeheel vuurwerkverbod of vuurwerkvrije zones wordt steeds vaker gevoerd. Ook in onze regio. Sommige gemeentes hebben hier al plannen voor, maar nog nergens zijn deze echt al concreet.
De gemeente Bergen op Zoom zou graag vuurwerkvrije zones binnen de stad zien, al leek het er eerste instantie op dat deze er niet zouden komen. De gemeente wil dat burgers zelf aangeven waar zij graag een vuurwerkverbod zouden hebben. Daarom is het dit jaar mogelijk om een straat of locatie aan te geven die vuurwerkvrij zou moeten zijn, is te lezen op de Facebookpagina van de gemeente. Een locatie opgeven is mogelijk tot 19 december.
Voorlopig geen vuurwerkvrije zones in Roosendaal
In Roosendaal zou politieke partij GroenLinks graag vuurwerkvrije zones binnen de gemeente zien. De partij had daar in 2019 al een een motie over ingediend. “Omdat een algeheel vuurwerkverbod nog een stap te ver was, wilden we laten onderzoeken hoe Roosendaal op de meest veilige en gezonde manier met vuurwerk om kan gaan”, legde raadslid Christian Villée aan Omroep ZuidWest uit.
Maar vuurwerkvrije zones zitten er, net zoals een algeheel verbod, voorlopig nog niet in. De mening over het vuurwerk werd niet door iedereen gedeeld. Bovendien zouden er niet genoeg boa’s en politieagenten zijn om te handhaven op vuurwerkvrije zones. “Dat is jammer, want zonder een dergelijk beleid kunnen we hen die dat nodig hebben moeilijk beschermen”, verklaarde het raadslid.
Politiecontroles
Ook in Woensdrecht komen er geen vrije zones of een vuurwerkverbod. De landelijke regels zijn duidelijk volgens de gemeente. Ze hopen, dat door politiecontroles op illegaal vuurwerk en het afsteken van vuurwerk buiten de toegestane tijden, de jaarwisseling rustig zal verlopen. Datzelfde geldt voor Halderberge, Etten-Leur en Zundert. De gemeente Moerdijk zou graag een vuurwerkverbod willen invoeren, maar dat gaat de komende jaarwisseling in ieder geval nog niet gebeuren. Simpelweg omdat het te kort dag is."
42135627,2504 - nieuwsartikel,2494 - Criminaliteit en justitie,6,0,0,"Politieagenten hebben donderdagavond een 37-jarige man aangehouden, omdat hij kabels van een bouwterrein aan de Sportlaan zou hebben gestolen.
De man zou over het hek van het bouwterrein geklommen zijn en zich daar nog steeds bevinden toen een agent en zijn diensthond op de melding afkwamen. Al snel pikte diensthond Chilly een spoor op, en bracht hij de agent naar een auto. Toevallig was de verdachte ook bij die auto. In het voertuig lag gereedschap en wat kabels die waarschijnlijk van het bouwterrein afkomstig waren. De man zit vast voor onderzoek."
42135626,2508 - interview,2494 - Criminaliteit en justitie,6,0,3,"Rugby als middel voor gedragsverandering. Tien (jonge)mannen gingen de uitdaging aan, en namen deel aan de Harde Leerschool. Ook de 22-jarige Moreno Smit uit Roosendaal, die door zijn moeilijke jeugd moeite had om zijn draai in de maatschappij te vinden. “Ik ben mezelf hier ontzettend tegengekomen, maar ik had het voor geen goud willen missen.”
Op hele jonge leeftijd verloor Moreno zijn moeder, waardoor hij al bijna zijn hele leven bij zijn opa en oma woont. Het overlijden van zijn moeder deed hem zoveel pijn, dat hij het jaren lang mentaal erg zwaar had. “Na lange tijd begon ik eindelijk uit mijn dal te komen, en toen overleed begin dit jaar mijn oma.”
Die klap kwam hard aan bij Moreno. “Ik raakte helemaal met mezelf in de knoop, leefde echt van dag tot dag. Nadenken over wat ik morgen of volgende week wilde doen, lukte me niet meer.” En zo kwam hij terecht bij de Harde Leerschool. “Tien weken lang ben ik zowel mentaal als fysiek uitgedaagd en ben ik mezelf zo vaak tegengekomen. Soms wilde ik bijna opgeven, maar wat ben ik trots dat ik dat niet heb gedaan.”
No-nonsense
Die no-nonsense aanpak is wat de deelnemers nodig hebben, meent manager Dirk Danen. “Sommige deelnemers gebruiken dagelijks drugs of alcohol en hebben geen structuur. Door ze mentaal én fysiek uit te dagen, leren ze kennis te maken met een hele andere levensstijl.” Daar voegt trainer Patrick van Wageningen graag nog iets aan toe. “Het hele leven is eigenlijk een harde leerschool. We leren ze hier alleen maar om te gaan met tegenslagen die ze in het dagelijks leven ook kunnen krijgen.”
Voor Moreno is zijn traject bij de harde leerschool voorbij, maar afgesloten heeft hij het nog niet. “Ik hoop dat ik bij de nieuwe ronde mijn steentje bij kan dragen als vrijwilliger of om mijn ervaringen te delen met de nieuwe deelnemers”, vertelt hij. “Ik ga nu eerst een weekje bijkomen en me voorbereiden op mijn toekomst. Daar heb ik, voor het eerst in hele lange tijd, eindelijk weer zin in.”
Nieuwe ronde
In mei start er een nieuwe ronde van de Harde Leerschool in Roosendaal. Werkplein Hart van West-Brabant faciliteert hiervoor de aanmeldingen. “Mensen die al bij ons bekend zijn, kunnen wij doorverwijzen naar de Harde Leerschool”, legt directeur Marko Does uit. “Maar geïnteresseerden kunnen zich ook bij ons aanmelden, graag zelfs.”
Does is zelf groot voorstander van het project. “We willen de kwaliteiten en talenten van mensen zoveel mogelijk naar voren laten komen, ik denk dat dat bij zoiets als de leerschool erg goed lukt. De helft van de deelnemers heeft nu zelfs al een baan, een paar gaan een opleiding volgen. Zoiets kunnen wij alleen maar toejuichen.”"
42135625,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"De vrieskou zorgt bij velen voor ongemak en ongelukken, maar schaatsliefhebbers halen hun hart op. Want na een paar koude nachten binden zij de schaatsen weer onder en wagen zij zichzelf op het natuurijs.
Donderdagavond werden de eerste schaatsers gesignaleerd op het Rozenven bij Roosendaal. Vrijdagochtend waren veel schaatsliefhebbers er ook weer vroeg bij. “Prachtig om de zon hier op te zien komen”, zegt één van de schaatsers. “Zo’n schaatsbaan in de stad is niks voor mij. Er gaat niks boven natuurijs”, zegt een ander. Een andere schaatser ziet zijn kans schoon om tussen twee vergaderingen door wat kilometers op het ijs af te leggen. “Want als er dan natuurijs is, dan moet ik gewoon schaatsen!”
Ook op het Akkerenven tussen Huijbergen en Hoogerheide zijn schaatsers gezien. Bergenaren kunnen glijden op de Bergse Heide. Wie nog op natuurijs wil schaatsen moet niet aarzelen, want omstreeks het weekend zet de dooi weer in. Dan ben je weer aangewezen op één van de kunstijsbanen.

	Lees ook:
	Fluitketels maken plaats voor kazen op ijsbaan Hoogerheide"
42135624,2504 - nieuwsartikel,2493 - Gezondheidszorg en corona,9,0,0,"Het was donderdag even een beetje feest in het Bravis ziekenhuis. Daar werd namelijk een samenwerkingsovereenkomst getekend tussen het Bravis en Samen in de Regio. Beide partijen hopen met de samenwerking mooie projecten op te zetten, om hun maatschappelijke functie nog meer te verbeteren in de regio.
Samen in de Regio heeft er weer een ‘hele mooie partner bij’, vertelt directeur Anita Karremans. “Bravis is een van de grootste werkgevers in ons gebied. Hierdoor krijgen we nog meer mogelijkheden om projecten op te zetten met onze verschillende partners.”
Betrokkenheid
Bianka Mennema, voorzitter raad van bestuur Bravis ziekenhuis, ziet de samenwerking als een grote meerwaarde. “Als ziekenhuis zijn wij erg betrokken bij onze regio. We hopen hiermee dan ook onze regio verder te brengen.” Maar dat is nog niet alles. “We zien vanuit de zorg dat er veel vragen op ons afkomen”, vervolgt de voorzitter. “Vragen die niet zozeer opgelost kunnen worden in het technische deel van het ziekenhuis, het zijn juist sociale, maatschappelijke vraagstukken.”
Voorbeelden van projecten om de regio verder te brengen, of juist om die vragen te beantwoorden, hebben betrekking op bijvoorbeeld laaggeletterdheid, inclusie en diversiteit, duurzaamheid en beweging. “Er zijn zoveel thema’s waar we als maatschappelijke organisaties voor staan, dan is het heel fijn om zo’n grote werkgever bij het netwerk te begroeten”, aldus Karremans."
42135623,2504 - nieuwsartikel,2497 - Natuur en milieu,7,0,0,"De BVR Groep is donderdag gestart met de bouw van 112 huizen in de wijk Stadsoevers in Roosendaal. Het bouwproject heet Beekkwartier en ligt aan de westkant van Stadsoevers, tussen de wijk Westrand en de Noordlaan. Wethouder Arwen van Gestel mocht symbolisch de eerste paal in de grond slaan.
Van Gestel is enthousiast over de bouw van de nieuwe wijk. “De bouw van het Beekkwartier is een mooie stap voor de woningbouw. Het is een mix van verschillende soorten woningen, en een goed passend aanbod.” Zo komen er straks appartementen, statige rijtjeshuizen en twee-onder-een-kapwoningen in de nieuwe wijk te staan.
Een duurzame buurt
Het Beekkwartier is niet het eerste woningbouwproject in Stadsoevers. Eerder werden de Wipwei, Kademeester en Douanier gerealiseerd. De hele wijk wordt duurzaam. Met autovrije zones en groen. Ook worden de huizen aangesloten op het warmtenet. Dit warmtenet maakt gebruik van de restwarmte van afvalverwerker Suez.
Ontmoetingsplaats
Het centrum van de woonwijk krijgt de naam ‘het Beekplein’, welke is omringd door appartementen en huizen. Samen met de binnentuin vormt het een ontmoetingsplaats voor bewoners.
In de eerste fase worden tachtig woningen gebouwd. In de tweede fase komen daar 32 woningen bij."
42135622,2506 - achtergrond,2501 - Cultuur en media,3,0,1,"Een beeld van een wandelend meisje is vrijdagmiddag onthuld langs de Laan van Borgvliet. Het beeld werd al eerder geplaatst, maar raakte binnen een dag beschadigd en verdween weer. Nu staat het kleurrijke beeld -dat onderdeel is van de kunstroute Borgvliet- op een hoge sokkel.
In mei 2016 werd de kunstroute geopend door de toenmalige wethouder Patrick van der Velde. “Op dat moment waren twee kunstwerken niet gereed: Het kunstwerk ‘de wandeling’ van Berry Holslag en het grote trafohuis dat door Wouter Goudswaard met schoolkinderen zou worden beschilderd”, zegt Peter Pel, projectleider van de werkgroep. Dat trafohuisje werd later dat jaar alsnog onthuld en ‘de wandeling’ werd in april 2018 geplaatst. “We hadden alles geregeld alleen de avond voor de onthulling bleek dat er schade aan het beeld was ontstaan, waarschijnlijk door spelende kinderen”, zegt Pel.
Standbeeld Laan van Borgvliet
Er moest nog heel wat water door de Zoom stromen, voordat het kunstwerk weer gerepareerd en geplaatst werd. “Het beeld staat nu op een nieuwe hoge sokkel. Achteraf gezien zijn we daar heel blij mee”, relativeert de projectleider. Het kunstwerk is een beeld van een wandelaar in een Kuifje-achtige cartoonstijl. Met een stevige pas loopt het meisje met een blauwe trui aan naar het Oosten; Vanaf de Markgravenlaan richting de Laan van Borgvliet.

	Lees ook:
	Het Bergse standbeeld Beer is gestolen: ‘Jammer en verbazend’


“Het staat er nu en het is een ongelooflijk mooie afronding van de door hele wijk samen gecreëerde beeldenroute die Borgvliet heel goed op de kaart zet”, zei wethouder Letty Demmers vrijdag bij de officiële her-onthulling van het beeld. Zelf woont de wethouder niet ver van het beeld vandaan. “Als ik ‘s avonds naar het gemeentehuis ga kom ik hier de heuvel af rijden en zie ik het beeld op ooghoogte. Het frisse uiterlijk valt direct op en de beweging roep ook iets bij je op.”
Verbinding
Met het beeld moet een verbinding worden gemaakt tussen de verschillende delen van de Bergse wijken Langeweg, Borgvliet en Nieuw Borgvliet. “Het is een mooie afronding van dat wat de basis is voor de destijds opgerichte kunstroute. Het doet daarvan was verbinding creëren tussen wijken en de mensen in de wijken. Daar voldoet het absoluut aan.

	Lees ook:
	Buurtbewoners willen de wijk Borgvliet weer wat leuker maken


De werkgroep met daarin bewoners uit de wijk werden in hun zoekproces naar kunstwerken begeleid vanuit Stichting KidOR (Kunst in de Openbare ruimte). “We hadden 70.000 euro ter beschikking en ik denk dat we qua kunst iets heel moois hebben neergezet waar iedereen wel wat van zijn gading kan vinden”, zegt Sonja de Jong die met onder meer Monique Alderhuijsen in de werkgroep zit. “Het leuke vond ik dat we hebben besloten om echt bij de kunstenaars thuis te gaan kijken”, zegt Alderhuijsen.
Bij de onthulling kreeg de wethouder een stapel flyers met daarop een fiets- en wandelroute langs alle kunstwerken. “We zullen zorgen dat er een aantal op het stadskantoor komen te liggen maar uiteraard ook bij de VVV, zodat iedereen die Bergen op Zoom bezoekt ook de beeldenroute kan bekijken”, aldus Demmers."
42135621,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"De organisatie van de herdertjestocht in Bergen op Zoom heeft vandaag besloten om de herdertjestocht te annuleren. De verwachte weersomstandigheden gooien roet in het eten. Ook de afgelopen twee jaar was een herdertjestocht, door de coronamaatregelen, niet mogelijk.
Gezien de weersvoorspelling heeft de organisatie geen keus. “We kunnen geen veilige terugreis garanderen en veiligheid staat voorop”, zegt Sjef de Wit namens de organisatie. Vanochtend waarschuwde het KNMI voor ijzel vanaf het eind van de middag. Voor het hele land geldt daarom code oranje.
Gladheid
Vanaf het eind van de middag trekt neerslag vanaf Zeeland richting Groningen. “Aan de voorzijde van dit gebied kan het verraderlijk glad worden door ijzel en/of neerslag op een bevroren ondergrond. De gladheid kan enkele uren aanhouden”, aldus het weerinstituut.

	Lees ook:
	Waarschuwing gladheid: A58 bij Bergen op Zoom dicht door ongeluk


Alle seinen stonden op groen
Voor de organisatie reden genoeg om de herdertjestocht niet door te laten gaan. Ironisch genoeg koos de organisatie er dit jaar voor om de tocht een week eerder te organiseren. Voorheen vond deze plaats op 24 december. De editie van dit jaar is definitief van de baan. “Volgend jaar een nieuwe poging”, zegt De Wit. Hij spreekt van een teleurstelling voor deelnemers én organisatie. “Alle seinen stonden op groen, tot code oranje ons nu toch weer tegenhoudt.”

	Lees ook:
	Kinderen ‘kronkelen’ dit jaar weer door Lievenshovenbos, tijdens herdertjestocht"
42135620,2504 - nieuwsartikel,2497 - Natuur en milieu,7,0,0,"Rijkswaterstaat roept weggebruikers op niet de weg op te gaan zolang code oranje geldt. Weerinstituut KNMI kondigde de code oranje af voor het hele land vanwege ijzel, die ontstaat door neerslag op bevroren wegen. Op de A58 bij Bergen op Zoom is door de gladheid een ongeluk gebeurd.
“Er is sprake van zeer verraderlijke gladheid en dus gevaarlijke rij-omstandigheden. Het aantal ongelukken op de weg neemt toe, meerdere snelwegen zijn afgesloten”, meldt een woordvoerster aan het ANP.
Ongeluk op A58 bij Bergen op Zoom
In Zeeland, Zuid-Holland en Brabant, waar de buien begin van zondagavond overtrekken, zijn meerdere wegen dicht door ongelukken, zegt Rijkswaterstaat. Op de A58 tussen Bergen op Zoom en Roosendaal kwam een auto op zijn kant terecht. De twee inzittenden moesten door de brandweer uit hun voertuig worden gehaald. Vanwege het ongeval is de A58 volledig gestremd. Rijkswaterstaat: “Dat zal ook op andere plekken gaan gebeuren.”

Op de A58 staat volgens de ANWB nu 77 km file 🙈 Ik denk dat je beter op de schaats via de vluchtstrook de A58 op kunt gaan 🤣 #ijzel #Codeoranje
— Life Is Like A Box Of Chocolate (@NO_NONSENS_DUDE) December 18, 2022

Ook de A4 en de A15 zijn dicht door ongelukken door de gladheid. Volgens de ANWB stonden er rond 20.10 uur zo’n 27 files verspreid over 200 kilometer. De langste files stonden toen op de A4 met 49 kilometer en de A58, met 66 kilometer, maar die zijn na een half uur alleen maar langer geworden. “Het gaat nu best rap”, zegt Rijkswaterstaat over het tempo waarin het aantal ongevallen toeneemt. “We blijven strooien zolang nodig is.”

	Lees ook:
	Herdertjestocht Bergen op Zoom afgelast in verband met code oranje"
42135619,2507 - 112,2500 - Ongevallen,1,0,2,"Een automobilist is zondagavond tegen een voorgevel en een voordeur van een huis gereden. Dat gebeurde aan het Lourdesplein in Bergen op Zoom.
Het is niet duidelijk of de gladheid de oorzaak was van het ongeval. De automobilist ging er na de botsing snel vandoor, en is nog niet gevonden.
Brandweermensen hebben het huis gecontroleerd op instortingsgevaar. Een aannemersbedrijf komt op een later moment de schade herstellen."
